code,short_description,long_description,is_billable,organ_system,criteria_type
F10.120,"1 Alcohol abuse with intoxication, uncomplicated","Alcohol abuse with intoxication, uncomplicated",False,general,contraindication
F10.121,1 Alcohol abuse with intoxication delirium,Alcohol abuse with intoxication delirium,False,general,contraindication
F10.129,"1 Alcohol abuse with intoxication, unspecified","Alcohol abuse with intoxication, unspecified",False,general,contraindication
F10.13,"0 Alcohol abuse, with withdrawal","Alcohol abuse, with withdrawal",False,general,contraindication
F10.130,"1 Alcohol abuse with withdrawal, uncomplicated","Alcohol abuse with withdrawal, uncomplicated",False,general,contraindication
F10.131,1 Alcohol abuse with withdrawal delirium,Alcohol abuse with withdrawal delirium,False,general,contraindication
F10.132,1 Alcohol abuse with withdrawal with perceptual disturbance,Alcohol abuse with withdrawal with perceptual disturbance,False,general,contraindication
F10.139,"1 Alcohol abuse with withdrawal, unspecified","Alcohol abuse with withdrawal, unspecified",False,general,contraindication
F10.14,1 Alcohol abuse with alcohol-induced mood disorder,Alcohol abuse with alcohol-induced mood disorder,False,general,contraindication
F10.15,0 Alcohol abuse with alcohol-induced psychotic disorder,Alcohol abuse with alcohol-induced psychotic disorder,False,general,contraindication
F10.150,1 Alcohol abuse w alcoh-induce psychotic disorder w delusion,s  Alcohol abuse with alcohol-induced psychotic disorder with delusions,False,general,contraindication
F10.151,1 Alcohol abuse w alcoh-induce psychotic disorder w hallucin,Alcohol abuse with alcohol-induced psychotic disorder with hallucinations,False,general,contraindication
F10.159,"1 Alcohol abuse with alcohol-induced psychotic disorder, uns","p  Alcohol abuse with alcohol-induced psychotic disorder, unspecified",False,general,contraindication
F10.18,0 Alcohol abuse with other alcohol-induced disorders,Alcohol abuse with other alcohol-induced disorders,False,general,contraindication
F10.180,1 Alcohol abuse with alcohol-induced anxiety disorder,Alcohol abuse with alcohol-induced anxiety disorder,False,general,contraindication
F10.181,1 Alcohol abuse with alcohol-induced sexual dysfunction,Alcohol abuse with alcohol-induced sexual dysfunction,False,general,contraindication
F10.182,1 Alcohol abuse with alcohol-induced sleep disorder,Alcohol abuse with alcohol-induced sleep disorder,False,general,contraindication
F10.188,1 Alcohol abuse with other alcohol-induced disorder,Alcohol abuse with other alcohol-induced disorder,False,general,contraindication
F10.19,1 Alcohol abuse with unspecified alcohol-induced disorder,Alcohol abuse with unspecified alcohol-induced disorder,False,general,contraindication
F10.2,0 Alcohol dependence,Alcohol dependence,False,general,contraindication
F10.20,"1 Alcohol dependence, uncomplicated","Alcohol dependence, uncomplicated",False,general,contraindication
F10.21,"1 Alcohol dependence, in remission","Alcohol dependence, in remission",False,general,contraindication
F10.22,0 Alcohol dependence with intoxication,Alcohol dependence with intoxication,False,general,contraindication
F10.220,"1 Alcohol dependence with intoxication, uncomplicated","Alcohol dependence with intoxication, uncomplicated",False,general,contraindication
F10.221,1 Alcohol dependence with intoxication delirium,Alcohol dependence with intoxication delirium,False,general,contraindication
F10.229,"1 Alcohol dependence with intoxication, unspecified","Alcohol dependence with intoxication, unspecified",False,general,contraindication
F10.23,0 Alcohol dependence with withdrawal,Alcohol dependence with withdrawal,False,general,contraindication
F10.230,"1 Alcohol dependence with withdrawal, uncomplicated","Alcohol dependence with withdrawal, uncomplicated",False,general,contraindication
F10.231,1 Alcohol dependence with withdrawal delirium,Alcohol dependence with withdrawal delirium,False,general,contraindication
F10.232,1 Alcohol dependence w withdrawal with perceptual disturbanc,e  Alcohol dependence with withdrawal with perceptual disturbance,False,general,contraindication
F10.239,"1 Alcohol dependence with withdrawal, unspecified","Alcohol dependence with withdrawal, unspecified",False,general,contraindication
F10.24,1 Alcohol dependence with alcohol-induced mood disorder,Alcohol dependence with alcohol-induced mood disorder,False,general,contraindication
F10.25,0 Alcohol dependence with alcohol-induced psychotic disorder,Alcohol dependence with alcohol-induced psychotic disorder,False,general,contraindication
F10.250,1 Alcohol depend w alcoh-induce psychotic disorder w delusio,ns Alcohol dependence with alcohol-induced psychotic disorder with delusions,False,general,contraindication
F10.251,1 Alcohol depend w alcoh-induce psychotic disorder w halluci,n  Alcohol dependence with alcohol-induced psychotic disorder with hallucinations,False,general,contraindication
F10.259,"1 Alcohol dependence w alcoh-induce psychotic disorder, unsp","Alcohol dependence with alcohol-induced psychotic disorder, unspecified",False,general,contraindication
F10.26,1 Alcohol depend w alcoh-induce persisting amnestic disorder,Alcohol dependence with alcohol-induced persisting amnestic disorder,False,general,contraindication
F10.27,1 Alcohol dependence with alcohol-induced persisting dementi,a  Alcohol dependence with alcohol-induced persisting dementia,False,general,contraindication
F10.28,0 Alcohol dependence with other alcohol-induced disorders,Alcohol dependence with other alcohol-induced disorders,False,general,contraindication
F10.280,1 Alcohol dependence with alcohol-induced anxiety disorder,Alcohol dependence with alcohol-induced anxiety disorder,False,general,contraindication
F10.281,1 Alcohol dependence with alcohol-induced sexual dysfunction,Alcohol dependence with alcohol-induced sexual dysfunction,False,general,contraindication
F10.282,1 Alcohol dependence with alcohol-induced sleep disorder,Alcohol dependence with alcohol-induced sleep disorder,False,general,contraindication
F10.288,1 Alcohol dependence with other alcohol-induced disorder,Alcohol dependence with other alcohol-induced disorder,False,general,contraindication
F10.29,1 Alcohol dependence with unspecified alcohol-induced disord,er Alcohol dependence with unspecified alcohol-induced disorder,False,general,contraindication
F10.9,"0 Alcohol use, unspecified","Alcohol use, unspecified",False,general,contraindication
F10.90,"1 Alcohol use, unspecified, uncomplicated","Alcohol use, unspecified, uncomplicated",False,general,contraindication
F10.91,"1 Alcohol use, unspecified, in remission","Alcohol use, unspecified, in remission",False,general,contraindication
F10.92,"0 Alcohol use, unspecified with intoxication","Alcohol use, unspecified with intoxication",False,general,contraindication
F10.920,"1 Alcohol use, unspecified with intoxication, uncomplicated","Alcohol use, unspecified with intoxication, uncomplicated",False,general,contraindication
F10.921,"1 Alcohol use, unspecified with intoxication delirium","Alcohol use, unspecified with intoxication delirium",False,general,contraindication
F10.929,"1 Alcohol use, unspecified with intoxication, unspecified","Alcohol use, unspecified with intoxication, unspecified",False,general,contraindication
F10.93,"0 Alcohol use, unspecified with withdrawal","Alcohol use, unspecified with withdrawal",False,general,contraindication
F10.930,"1 Alcohol use, unspecified with withdrawal, uncomplicated","Alcohol use, unspecified with withdrawal, uncomplicated",False,general,contraindication
F10.931,"1 Alcohol use, unspecified with withdrawal delirium","Alcohol use, unspecified with withdrawal delirium",False,general,contraindication
F10.932,"1 Alcohol use, unspecified with w/drawal w perceptual distur","b  Alcohol use, unspecified with withdrawal with perceptual disturbance",False,general,contraindication
F10.939,"1 Alcohol use, unspecified with withdrawal, unspecified","Alcohol use, unspecified with withdrawal, unspecified",False,general,contraindication
F10.94,"1 Alcohol use, unspecified with alcohol-induced mood disorde","r  Alcohol use, unspecified with alcohol-induced mood disorder",False,general,contraindication
F10.95,"0 Alcohol use, unsp with alcohol-induced psychotic disorder","Alcohol use, unspecified with alcohol-induced psychotic disorder",False,general,contraindication
F10.950,"1 Alcohol use, unsp w alcoh-induce psych disorder w delusion","s  Alcohol use, unspecified with alcohol-induced psychotic disorder with delusions",False,general,contraindication
